Year,State,FAH,FAFH,Total nominal food sales,FAH,FAFH,Total constant dollar food sales
2003,Missouri,"8,526.48","7,674.49","16,200.97","5,541.74","5,133.19","10,674.92"
2004,Missouri,"9,127.16","7,995.41","17,122.56","5,715.50","5,193.82","10,909.32"
2005,Missouri,"9,954.78","8,416.58","18,371.36","6,115.53","5,300.62","11,416.15"
2006,Missouri,"10,420.52","8,912.41","19,332.93","6,292.25","5,443.99","11,736.24"
2007,Missouri,"11,027.20","9,416.42","20,443.61","6,389.08","5,549.82","11,938.90"
2008,Missouri,"11,099.13","9,554.62","20,653.75","6,043.94","5,393.51","11,437.45"
2009,Missouri,"10,516.38","9,570.09","20,086.47","5,700.01","5,220.70","10,920.72"
2010,Missouri,"10,755.64","9,701.69","20,457.33","5,810.46","5,225.98","11,036.44"
2011,Missouri,"11,298.64","10,210.08","21,508.73","5,824.12","5,374.17","11,198.29"
2012,Missouri,"12,086.10","10,928.40","23,014.50","6,080.23","5,593.10","11,673.33"
2013,Missouri,"12,396.01","11,594.99","23,991.00","6,180.27","5,810.19","11,990.46"
2014,Missouri,"12,849.07","12,439.22","25,288.29","6,256.69","6,085.19","12,341.88"
2015,Missouri,"13,426.78","13,379.94","26,806.73","6,462.59","6,363.42","12,826.01"
2016,Missouri,"13,931.22","14,208.58","28,139.80","6,794.72","6,587.89","13,382.61"
2017,Missouri,"14,797.95","15,085.54","29,883.49","7,231.85","6,834.98","14,066.83"
2018,Missouri,"15,920.13","16,027.79","31,947.92","7,745.47","7,075.88","14,821.35"
2019,Missouri,"15,864.91","16,271.37","32,136.29","7,651.12","6,968.30","14,619.41"
2020,Missouri,"17,321.49","14,030.75","31,352.25","8,071.22","5,813.85","13,885.07"
1997,Montana,"1,400.22",790.83,"2,191.05","1,032.68",613.52,"1,646.20"
1998,Montana,"1,424.47",845.08,"2,269.55","1,030.99",638.93,"1,669.92"
1999,Montana,"1,398.85",894.23,"2,293.09",993.34,659.71,"1,653.05"
2000,Montana,"1,388.22",954.2,"2,342.42",964.06,687.7,"1,651.77"
2001,Montana,"1,371.13",988.89,"2,360.01",921.99,692.62,"1,614.61"
2002,Montana,"1,545.90","1,024.06","2,569.96","1,026.49",699.56,"1,726.05"
2003,Montana,"1,697.18","1,097.15","2,794.33","1,103.07",733.84,"1,836.92"
2004,Montana,"1,841.04","1,188.54","3,029.58","1,152.87",772.08,"1,924.95"
2005,Montana,"1,959.23","1,264.73","3,223.96","1,203.61",796.5,"2,000.12"
2006,Montana,"2,061.00","1,346.24","3,407.24","1,244.50",822.33,"2,066.83"
2007,Montana,"2,253.94","1,425.45","3,679.39","1,305.92",840.13,"2,146.04"
2008,Montana,"2,389.29","1,457.40","3,846.69","1,301.07",822.69,"2,123.76"
2009,Montana,"2,116.43","1,376.98","3,493.41","1,147.13",751.17,"1,898.30"
2010,Montana,"2,129.81","1,406.50","3,536.32","1,150.58",757.64,"1,908.21"
2011,Montana,"2,242.00","1,505.19","3,747.19","1,155.69",792.27,"1,947.96"
2012,Montana,"2,327.65","1,607.70","3,935.35","1,170.99",822.81,"1,993.80"
2013,Montana,"2,400.34","1,706.13","4,106.47","1,196.74",854.93,"2,051.67"
2014,Montana,"2,556.56","1,864.59","4,421.15","1,244.88",912.15,"2,157.03"
2015,Montana,"2,594.72","2,000.00","4,594.72","1,248.89",951.19,"2,200.08"
2016,Montana,"2,688.56","2,189.12","4,877.67","1,311.30","1,015.00","2,326.30"
2017,Montana,"2,749.01","2,370.14","5,119.15","1,343.46","1,073.87","2,417.33"
2018,Montana,"2,851.00","2,518.71","5,369.71","1,387.07","1,111.95","2,499.02"
2019,Montana,"2,929.62","2,639.64","5,569.27","1,412.86","1,130.44","2,543.30"
2020,Montana,"3,108.07","2,189.81","5,297.88","1,448.25",907.38,"2,355.63"
1997,Nebraska,"2,335.29","1,403.82","3,739.11","1,722.29","1,089.08","2,811.37"
1998,Nebraska,"2,300.60","1,443.49","3,744.09","1,665.12","1,091.35","2,756.47"
1999,Nebraska,"2,456.08","1,539.54","3,995.62","1,744.09","1,135.77","2,879.86"
2000,Nebraska,"2,513.88","1,644.09","4,157.97","1,745.79","1,184.91","2,930.71"
2001,Nebraska,"2,610.85","1,690.62","4,301.48","1,755.63","1,184.12","2,939.74"
2002,Nebraska,"2,581.61","1,759.98","4,341.59","1,714.22","1,202.27","2,916.49"
2003,Nebraska,"2,683.87","1,852.89","4,536.77","1,744.37","1,239.33","2,983.70"
2004,Nebraska,"2,795.47","2,055.66","4,851.13","1,750.55","1,335.36","3,085.91"
2005,Nebraska,"3,039.16","2,161.39","5,200.55","1,867.05","1,361.20","3,228.25"
2006,Nebraska,"3,032.77","2,266.34","5,299.11","1,831.28","1,384.35","3,215.64"
2007,Nebraska,"3,126.93","2,384.15","5,511.08","1,811.72","1,405.16","3,216.88"
2008,Nebraska,"3,112.22","2,476.84","5,589.05","1,694.73","1,398.16","3,092.89"
2009,Nebraska,"2,914.27","2,468.11","5,382.38","1,579.57","1,346.41","2,925.98"
2010,Nebraska,"2,972.79","2,545.89","5,518.67","1,605.97","1,371.38","2,977.36"
2011,Nebraska,"3,157.19","2,696.71","5,853.90","1,627.44","1,419.44","3,046.88"
2012,Nebraska,"3,346.05","2,854.82","6,200.87","1,683.32","1,461.08","3,144.40"
2013,Nebraska,"3,554.91","3,041.83","6,596.75","1,772.37","1,524.25","3,296.62"
2014,Nebraska,"3,782.19","3,374.32","7,156.52","1,841.69","1,650.70","3,492.39"
2015,Nebraska,"3,876.28","3,654.11","7,530.39","1,865.73","1,737.87","3,603.61"
2016,Nebraska,"4,121.48","3,963.72","8,085.20","2,010.18","1,837.80","3,847.99"
2017,Nebraska,"4,499.92","4,335.02","8,834.94","2,199.14","1,964.12","4,163.26"
2018,Nebraska,"4,638.04","4,679.26","9,317.30","2,256.50","2,065.78","4,322.28"
2019,Nebraska,"4,873.13","4,798.82","9,671.95","2,350.15","2,055.12","4,405.27"
2020,Nebraska,"5,225.30","4,157.04","9,382.34","2,434.81","1,722.53","4,157.34"
1997,Nevada,"2,508.98","3,056.42","5,565.40","1,850.39","2,371.16","4,221.55"
1998,Nevada,"2,507.64","3,368.07","5,875.71","1,814.97","2,546.44","4,361.40"
1999,Nevada,"2,625.32","3,688.49","6,313.81","1,864.27","2,721.12","4,585.39"
2000,Nevada,"2,784.72","4,140.87","6,925.58","1,933.88","2,984.36","4,918.24"
2001,Nevada,"2,948.13","4,253.48","7,201.61","1,982.42","2,979.15","4,961.57"
2002,Nevada,"3,182.00","4,337.50","7,519.50","2,112.88","2,963.03","5,075.90"
2003,Nevada,"3,371.94","4,411.89","7,783.83","2,191.58","2,950.95","5,142.53"
2004,Nevada,"3,723.34","4,695.02","8,418.36","2,331.59","3,049.89","5,381.47"
2005,Nevada,"4,035.49","4,862.54","8,898.03","2,479.12","3,062.34","5,541.47"
2006,Nevada,"4,337.70","5,400.22","9,737.92","2,619.24","3,298.63","5,917.88"
2007,Nevada,"4,775.01","5,663.84","10,438.85","2,766.61","3,338.13","6,104.74"
2008,Nevada,"5,147.89","5,560.00","10,707.89","2,803.24","3,138.58","5,941.82"
2009,Nevada,"5,386.80","5,619.29","11,006.08","2,919.71","3,065.45","5,985.16"
2010,Nevada,"5,532.97","5,847.26","11,380.23","2,989.05","3,149.72","6,138.77"
2011,Nevada,"6,216.06","6,444.18","12,660.23","3,204.20","3,391.95","6,596.15"
2012,Nevada,"7,433.58","7,144.36","14,577.94","3,739.66","3,656.45","7,396.10"
2013,Nevada,"7,840.70","7,775.25","15,615.96","3,909.14","3,896.14","7,805.27"
2014,Nevada,"8,066.35","8,421.13","16,487.48","3,927.81","4,119.57","8,047.37"
2015,Nevada,"8,137.96","9,257.58","17,395.54","3,916.97","4,402.85","8,319.82"
2016,Nevada,"7,519.95","9,518.98","17,038.92","3,667.73","4,413.53","8,081.26"
2017,Nevada,"7,505.58","10,076.82","17,582.40","3,668.03","4,565.62","8,233.64"
2018,Nevada,"7,832.13","10,612.54","18,444.67","3,810.49","4,685.17","8,495.67"
2019,Nevada,"8,053.01","11,213.22","19,266.23","3,883.70","4,802.12","8,685.81"
2020,Nevada,"8,696.95","8,892.06","17,589.01","4,052.48","3,684.56","7,737.04"
1997,New Hampshire,"1,928.05","1,307.12","3,235.16","1,421.95","1,014.06","2,436.01"
1998,New Hampshire,"1,958.77","1,384.08","3,342.85","1,417.71","1,046.43","2,464.14"
1999,New Hampshire,"2,053.70","1,456.65","3,510.35","1,458.35","1,074.62","2,532.97"
2000,New Hampshire,"2,295.77","1,554.97","3,850.74","1,594.32","1,120.68","2,715.01"
2001,New Hampshire,"2,473.33","1,617.36","4,090.69","1,663.15","1,132.80","2,795.95"
2002,New Hampshire,"2,477.05","1,724.32","4,201.36","1,644.78","1,177.91","2,822.69"
2003,New Hampshire,"2,578.61","1,815.06","4,393.67","1,675.95","1,214.03","2,889.98"
2004,New Hampshire,"2,690.44","1,921.83","4,612.27","1,684.78","1,248.42","2,933.20"
2005,New Hampshire,"2,878.97","1,972.66","4,851.63","1,768.64","1,242.35","3,010.99"
2006,New Hampshire,"2,924.68","2,056.59","4,981.27","1,766.01","1,256.23","3,022.25"
2007,New Hampshire,"3,128.67","2,234.08","5,362.75","1,812.73","1,316.71","3,129.45"
2008,New Hampshire,"3,203.56","2,276.15","5,479.72","1,744.47","1,284.87","3,029.35"
2009,New Hampshire,"3,095.23","2,193.57","5,288.80","1,677.65","1,196.64","2,874.30"
2010,New Hampshire,"3,159.52","2,235.19","5,394.71","1,706.85","1,204.02","2,910.87"
2011,New Hampshire,"3,288.09","2,339.42","5,627.51","1,694.91","1,231.37","2,926.29"
2012,New Hampshire,"3,566.42","2,458.04","6,024.46","1,794.18","1,258.01","3,052.19"
2013,New Hampshire,"3,606.71","2,542.73","6,149.44","1,798.20","1,274.15","3,072.35"
2014,New Hampshire,"3,605.85","2,696.85","6,302.69","1,755.82","1,319.28","3,075.10"
2015,New Hampshire,"3,670.94","2,856.25","6,527.19","1,766.90","1,358.42","3,125.32"
2016,New Hampshire,"3,823.33","3,254.85","7,078.18","1,864.77","1,509.13","3,373.90"
2017,New Hampshire,"4,190.23","3,490.48","7,680.72","2,047.79","1,581.47","3,629.27"
2018,New Hampshire,"4,246.49","3,646.10","7,892.58","2,066.00","1,609.66","3,675.67"
2019,New Hampshire,"4,420.60","3,779.01","8,199.60","2,131.91","1,618.38","3,750.28"
2020,New Hampshire,"4,732.65","3,200.24","7,932.89","2,205.25","1,326.07","3,531.32"
1997,New Jersey,"11,770.77","8,492.63","20,263.40","8,681.04","6,588.55","15,269.58"
1998,New Jersey,"12,113.16","9,093.84","21,207.01","8,767.19","6,875.42","15,642.61"
1999,New Jersey,"13,340.76","9,553.32","22,894.08","9,473.40","7,047.82","16,521.22"
2000,New Jersey,"14,263.02","10,266.13","24,529.15","9,905.11","7,398.90","17,304.02"
2001,New Jersey,"15,201.46","10,542.05","25,743.52","10,221.98","7,383.68","17,605.66"
2002,New Jersey,"15,357.21","10,660.00","26,017.21","10,197.33","7,282.04","17,479.37"
2003,New Jersey,"16,434.85","11,216.74","27,651.59","10,681.74","7,502.46","18,184.20"
2004,New Jersey,"17,581.06","12,175.19","29,756.25","11,009.41","7,909.00","18,918.41"
2005,New Jersey,"18,305.33","12,847.15","31,152.48","11,245.53","8,090.92","19,336.45"
2006,New Jersey,"18,875.95","13,560.39","32,436.34","11,397.90","8,283.13","19,681.03"
2007,New Jersey,"20,708.40","14,778.75","35,487.14","11,998.31","8,710.25","20,708.56"
2008,New Jersey,"21,528.21","14,810.16","36,338.38","11,723.01","8,360.23","20,083.24"
2009,New Jersey,"21,610.60","14,233.04","35,843.64","11,713.23","7,764.45","19,477.68"
2010,New Jersey,"21,787.49","14,611.74","36,399.23","11,770.15","7,870.85","19,641.00"
2011,New Jersey,"22,551.32","15,536.29","38,087.61","11,624.54","8,177.67","19,802.21"
2012,New Jersey,"23,554.28","16,537.89","40,092.18","11,849.60","8,464.01","20,313.61"
2013,New Jersey,"23,302.74","17,824.29","41,127.03","11,618.04","8,931.65","20,549.70"
2014,New Jersey,"23,189.37","19,031.28","42,220.64","11,291.76","9,309.99","20,601.75"
2015,New Jersey,"23,852.41","20,882.84","44,735.26","11,480.67","9,931.75","21,412.41"
2016,New Jersey,"23,178.64","22,303.98","45,482.63","11,305.00","10,341.36","21,646.37"
2017,New Jersey,"23,145.22","24,125.54","47,270.76","11,311.22","10,930.83","22,242.05"
2018,New Jersey,"22,679.97","25,135.37","47,815.34","11,034.27","11,096.65","22,130.92"
2019,New Jersey,"21,770.15","25,809.22","47,579.37","10,499.01","11,052.93","21,551.94"
2020,New Jersey,"23,623.25","23,155.46","46,778.71","11,007.63","9,594.80","20,602.43"
1997,New Mexico,"2,264.47","1,659.34","3,923.80","1,670.06","1,287.31","2,957.37"
1998,New Mexico,"2,318.05","1,749.57","4,067.63","1,677.75","1,322.77","3,000.52"
1999,New Mexico,"2,338.94","1,831.09","4,170.02","1,660.90","1,350.86","3,011.76"
2000,New Mexico,"2,461.93","1,972.41","4,434.34","1,709.72","1,421.54","3,131.25"
2001,New Mexico,"2,393.74","2,029.38","4,423.11","1,609.63","1,421.38","3,031.01"
2002,New Mexico,"2,257.56","2,193.20","4,450.77","1,499.04","1,498.22","2,997.26"
2003,New Mexico,"2,484.78","2,317.18","4,801.97","1,614.97","1,549.88","3,164.85"
2004,New Mexico,"2,630.23","2,477.84","5,108.07","1,647.07","1,609.61","3,256.68"
2005,New Mexico,"2,740.30","2,589.98","5,330.28","1,683.45","1,631.12","3,314.58"
2006,New Mexico,"2,976.16","2,770.45","5,746.61","1,797.10","1,692.28","3,489.38"
2007,New Mexico,"3,106.08","2,901.02","6,007.10","1,799.64","1,709.79","3,509.44"
2008,New Mexico,"3,348.24","2,930.65","6,278.88","1,823.25","1,654.33","3,477.58"
2009,New Mexico,"3,188.67","2,898.27","6,086.94","1,728.30","1,581.07","3,309.37"
2010,New Mexico,"3,376.57","2,922.32","6,298.89","1,824.11","1,574.16","3,398.26"
2011,New Mexico,"3,504.30","3,104.48","6,608.78","1,806.36","1,634.07","3,440.44"
2012,New Mexico,"3,977.48","3,282.13","7,259.61","2,000.97","1,679.78","3,680.75"
2013,New Mexico,"4,012.37","3,509.84","7,522.20","2,000.44","1,758.76","3,759.20"
2014,New Mexico,"4,028.11","3,984.94","8,013.05","1,961.43","1,949.41","3,910.84"
2015,New Mexico,"4,016.79","4,465.78","8,482.57","1,933.37","2,123.90","4,057.26"
2016,New Mexico,"4,014.40","4,701.98","8,716.38","1,957.96","2,180.10","4,138.06"
2017,New Mexico,"4,114.75","5,187.38","9,302.14","2,010.91","2,350.31","4,361.21"
2018,New Mexico,"4,318.03","5,491.71","9,809.74","2,100.81","2,424.45","4,525.26"
2019,New Mexico,"4,509.30","5,572.53","10,081.84","2,174.69","2,386.47","4,561.15"
2020,New Mexico,"4,714.90","4,663.31","9,378.21","2,196.98","1,932.31","4,129.29"
1997,New York,"22,800.91","19,995.67","42,796.58","16,815.85","15,512.56","32,328.41"
1998,New York,"23,226.21","20,708.84","43,935.05","16,810.53","15,656.96","32,467.49"
1999,New York,"24,508.39","21,247.29","45,755.68","17,403.64","15,674.86","33,078.51"
2000,New York,"25,279.50","22,464.76","47,744.25","17,555.63","16,190.58","33,746.20"
2001,New York,"27,249.39","23,252.26","50,501.66","18,323.41","16,285.95","34,609.36"
2002,New York,"27,308.82","23,808.86","51,117.68","18,133.30","16,264.27","34,397.57"
2003,New York,"28,817.74","25,824.64","54,642.38","18,729.92","17,273.15","36,003.08"
2004,New York,"30,237.87","27,667.85","57,905.72","18,935.21","17,973.04","36,908.24"
2005,New York,"31,225.41","29,569.40","60,794.81","19,182.73","18,622.30","37,805.04"
2006,New York,"32,569.44","32,087.56","64,657.00","19,666.47","19,600.13","39,266.60"
2007,New York,"34,655.70","33,817.73","68,473.44","20,079.28","19,931.39","40,010.66"
2008,New York,"36,426.23","34,428.84","70,855.07","19,835.60","19,434.82","39,270.43"
2009,New York,"34,245.98","33,141.55","67,387.52","18,561.76","18,079.47","36,641.24"
2010,New York,"35,226.53","34,539.93","69,766.45","19,030.25","18,605.50","37,635.75"
2011,New York,"37,668.45","37,150.52","74,818.97","19,416.98","19,554.51","38,971.50"
2012,New York,"38,906.68","39,625.35","78,532.03","19,573.03","20,280.05","39,853.08"
2013,New York,"39,851.43","41,942.96","81,794.38","19,868.71","21,017.38","40,886.09"
2014,New York,"41,189.13","44,451.83","85,640.96","20,056.52","21,745.57","41,802.08"
2015,New York,"41,848.34","48,065.68","89,914.02","20,142.48","22,859.73","43,002.21"
2016,New York,"42,285.47","52,104.96","94,390.43","20,624.04","24,158.75","44,782.80"
2017,New York,"43,854.03","56,707.64","100,561.67","21,431.75","25,693.16","47,124.91"
2018,New York,"43,964.25","59,578.83","103,543.08","21,389.51","26,302.59","47,692.10"
2019,New York,"43,774.61","65,238.79","109,013.39","21,111.03","27,938.84","49,049.87"
2020,New York,"47,913.18","57,092.81","105,006.00","22,325.90","23,657.24","45,983.14"
1997,North Carolina,"11,225.20","7,579.43","18,804.63","8,278.67","5,880.09","14,158.77"
1998,North Carolina,"11,389.86","8,178.19","19,568.05","8,243.68","6,183.14","14,426.83"
1999,North Carolina,"12,360.89","8,729.26","21,090.15","8,777.59","6,439.88","15,217.47"
2000,North Carolina,"13,177.37","9,487.74","22,665.11","9,151.17","6,837.91","15,989.08"
2001,North Carolina,"13,775.96","9,912.92","23,688.88","9,263.42","6,943.04","16,206.45"
2002,North Carolina,"14,100.56","10,375.92","24,476.48","9,362.90","7,087.98","16,450.88"
2003,North Carolina,"15,079.16","10,988.29","26,067.45","9,800.61","7,349.66","17,150.28"
2004,North Carolina,"15,917.11","12,035.86","27,952.96","9,967.43","7,818.49","17,785.92"
2005,North Carolina,"16,455.22","13,092.18","29,547.40","10,108.95","8,245.23","18,354.18"
2006,North Carolina,"17,334.94","13,849.01","31,183.96","10,467.40","8,459.43","18,926.82"
2007,North Carolina,"18,353.31","14,901.26","33,254.57","10,633.79","8,782.45","19,416.24"
2008,North Carolina,"18,724.64","15,438.27","34,162.91","10,196.35","8,714.79","18,911.14"
2009,North Carolina,"18,505.45","15,431.99","33,937.45","10,030.19","8,418.51","18,448.70"
2010,North Carolina,"18,908.74","15,904.34","34,813.08","10,214.97","8,567.13","18,782.11"
2011,North Carolina,"19,583.18","16,711.92","36,295.10","10,094.56","8,796.47","18,891.03"
2012,North Carolina,"20,535.57","17,438.96","37,974.54","10,330.96","8,925.17","19,256.13"
2013,North Carolina,"21,042.80","18,380.44","39,423.23","10,491.30","9,210.33","19,701.64"
2014,North Carolina,"21,645.61","20,065.20","41,710.81","10,540.05","9,815.77","20,355.83"
2015,North Carolina,"21,859.01","21,809.88","43,668.88","10,521.20","10,372.64","20,893.84"
2016,North Carolina,"21,884.06","22,872.10","44,756.16","10,673.59","10,604.78","21,278.37"
2017,North Carolina,"22,739.49","24,305.41","47,044.91","11,112.94","11,012.33","22,125.26"
2018,North Carolina,"23,908.00","26,110.54","50,018.54","11,631.73","11,527.16","23,158.90"
2019,North Carolina,"25,100.64","27,706.18","52,806.82","12,105.20","11,865.31","23,970.51"
2020,North Carolina,"27,860.33","23,914.73","51,775.07","12,981.96","9,909.42","22,891.38"
1997,North Dakota,837.43,584.68,"1,422.11",617.61,453.59,"1,071.20"
1998,North Dakota,875.37,596.95,"1,472.32",633.57,451.33,"1,084.89"
1999,North Dakota,942.96,618.05,"1,561.01",669.6,455.96,"1,125.56"
2000,North Dakota,"1,029.40",672.64,"1,702.04",714.88,484.78,"1,199.65"
2001,North Dakota,"1,051.97",687.72,"1,739.70",707.38,481.68,"1,189.07"
2002,North Dakota,"1,085.52",715.53,"1,801.05",720.8,488.79,"1,209.59"
2003,North Dakota,"1,134.15",777.7,"1,911.84",737.13,520.17,"1,257.30"
2004,North Dakota,"1,100.22",819.54,"1,919.76",688.96,532.37,"1,221.34"
2005,North Dakota,"1,099.57",860.41,"1,959.98",675.5,541.87,"1,217.37"
2006,North Dakota,"1,236.59",884.05,"2,120.64",746.69,540,"1,286.70"
2007,North Dakota,"1,319.84",940.12,"2,259.95",764.7,554.08,"1,318.79"
2008,North Dakota,"1,343.41",996.35,"2,339.76",731.54,562.43,"1,293.97"
2009,North Dakota,"1,279.43",987.72,"2,267.16",693.47,538.83,"1,232.30"
2010,North Dakota,"1,343.68","1,026.64","2,370.33",725.89,553.02,"1,278.91"
2011,North Dakota,"1,378.47","1,119.59","2,498.06",710.56,589.31,"1,299.87"
2012,North Dakota,"1,485.27","1,234.61","2,719.88",747.2,631.87,"1,379.07"
2013,North Dakota,"1,536.36","1,304.37","2,840.72",765.98,653.61,"1,419.59"
2014,North Dakota,"1,635.04","1,418.33","3,053.38",796.16,693.84,"1,490.00"
2015,North Dakota,"1,688.14","1,525.58","3,213.72",812.54,725.55,"1,538.09"
2016,North Dakota,"1,739.23","1,638.07","3,377.30",848.28,759.5,"1,607.78"
2017,North Dakota,"1,827.83","1,749.15","3,576.98",893.27,792.51,"1,685.78"
2018,North Dakota,"1,863.77","1,887.23","3,751.00",906.76,833.17,"1,739.93"
2019,North Dakota,"2,017.83","1,941.81","3,959.64",973.13,831.59,"1,804.72"
2020,North Dakota,"2,162.95","1,616.67","3,779.61","1,007.86",669.89,"1,677.75"
1997,Ohio,"14,582.32","11,835.47","26,417.79","10,754.58","9,181.91","19,936.49"
1998,Ohio,"14,779.84","12,479.86","27,259.70","10,697.26","9,435.43","20,132.69"
1999,Ohio,"15,904.67","12,830.38","28,735.05","11,294.06","9,465.42","20,759.48"
2000,Ohio,"16,304.61","13,566.54","29,871.14","11,322.91","9,777.54","21,100.45"
2001,Ohio,"16,795.16","13,897.25","30,692.41","11,293.63","9,733.67","21,027.30"
2002,Ohio,"17,632.30","14,363.63","31,995.93","11,708.01","9,812.06","21,520.07"
2003,Ohio,"17,498.18","14,878.47","32,376.65","11,372.84","9,951.66","21,324.51"
2004,Ohio,"18,397.37","15,888.84","34,286.21","11,520.59","10,321.39","21,841.98"
2005,Ohio,"18,451.74","16,656.21","35,107.95","11,335.48","10,489.80","21,825.27"
2006,Ohio,"19,291.29","17,351.23","36,642.52","11,648.70","10,598.70","22,247.39"
2007,Ohio,"19,919.05","18,153.64","38,072.69","11,540.97","10,699.33","22,240.30"
2008,Ohio,"20,839.98","18,911.13","39,751.11","11,348.24","10,675.20","22,023.43"
2009,Ohio,"20,749.69","18,355.01","39,104.70","11,246.60","10,013.08","21,259.68"
2010,Ohio,"21,746.32","18,761.89","40,508.21","11,747.90","10,106.40","21,854.30"
2011,Ohio,"22,848.31","19,878.84","42,727.15","11,777.64","10,463.41","22,241.04"
2012,Ohio,"25,043.29","21,068.27","46,111.57","12,598.69","10,782.63","23,381.32"
2013,Ohio,"24,875.86","22,186.08","47,061.94","12,402.35","11,117.32","23,519.67"
2014,Ohio,"25,416.10","23,042.63","48,458.73","12,376.04","11,272.31","23,648.36"
2015,Ohio,"25,093.00","24,741.25","49,834.26","12,077.79","11,766.78","23,844.57"
2016,Ohio,"25,301.03","26,034.90","51,335.93","12,340.16","12,071.23","24,411.39"
2017,Ohio,"25,534.73","27,307.57","52,842.30","12,478.99","12,372.55","24,851.54"
2018,Ohio,"26,715.82","28,629.24","55,345.05","12,997.79","12,639.11","25,636.90"
2019,Ohio,"27,347.36","28,853.77","56,201.13","13,188.72","12,356.77","25,545.49"
2020,Ohio,"29,219.79","25,400.21","54,620.00","13,615.42","10,524.95","24,140.37"
1997,Oklahoma,"4,208.22","2,886.35","7,094.58","3,103.60","2,239.22","5,342.82"
1998,Oklahoma,"4,284.82","3,032.73","7,317.55","3,101.24","2,292.90","5,394.14"
1999,Oklahoma,"4,473.47","3,237.44","7,710.91","3,176.65","2,388.37","5,565.03"
2000,Oklahoma,"4,590.89","3,503.27","8,094.16","3,188.20","2,524.84","5,713.04"
2001,Oklahoma,"4,457.08","3,546.37","8,003.45","2,997.09","2,483.89","5,480.98"
2002,Oklahoma,"4,359.38","3,764.68","8,124.07","2,894.67","2,571.72","5,466.39"
2003,Oklahoma,"4,813.19","3,938.25","8,751.44","3,128.30","2,634.15","5,762.45"
2004,Oklahoma,"5,373.98","4,147.43","9,521.41","3,365.23","2,694.17","6,059.40"
2005,Oklahoma,"6,221.01","4,308.28","10,529.29","3,821.76","2,713.28","6,535.04"
2006,Oklahoma,"6,570.32","4,583.64","11,153.96","3,967.37","2,799.84","6,767.21"
2007,Oklahoma,"6,780.82","4,913.47","11,694.29","3,928.76","2,895.88","6,824.64"
2008,Oklahoma,"7,045.23","5,127.36","12,172.59","3,836.42","2,894.36","6,730.78"
2009,Oklahoma,"6,507.95","4,986.32","11,494.27","3,527.39","2,720.15","6,247.55"
2010,Oklahoma,"7,185.29","5,231.53","12,416.81","3,881.67","2,818.05","6,699.72"
2011,Oklahoma,"7,425.51","5,659.78","13,085.29","3,827.63","2,979.08","6,806.71"
2012,Oklahoma,"7,789.72","6,001.60","13,791.32","3,918.82","3,071.59","6,990.41"
2013,Oklahoma,"7,730.53","6,404.14","14,134.67","3,854.21","3,209.08","7,063.29"
2014,Oklahoma,"7,794.32","6,929.89","14,724.21","3,795.34","3,390.06","7,185.40"
2015,Oklahoma,"7,623.37","7,534.61","15,157.98","3,669.29","3,583.41","7,252.70"
2016,Oklahoma,"7,618.26","7,901.66","15,519.93","3,715.68","3,663.65","7,379.33"
2017,Oklahoma,"7,730.73","8,470.00","16,200.73","3,778.06","3,837.60","7,615.66"
2018,Oklahoma,"7,995.91","9,111.18","17,107.09","3,890.17","4,022.36","7,912.54"
2019,Oklahoma,"8,145.14","9,531.68","17,676.83","3,928.13","4,081.99","8,010.12"
2020,Oklahoma,"8,604.57","8,247.80","16,852.37","4,009.44","3,417.60","7,427.03"
1997,Oregon,"4,154.49","3,212.11","7,366.60","3,063.97","2,491.94","5,555.91"
1998,Oregon,"4,332.84","3,400.18","7,733.02","3,136.00","2,570.71","5,706.71"
1999,Oregon,"4,446.46","3,552.13","7,998.60","3,157.48","2,620.53","5,778.01"
2000,Oregon,"4,599.07","3,857.13","8,456.19","3,193.87","2,779.87","5,973.74"
2001,Oregon,"5,040.81","4,100.41","9,141.22","3,389.61","2,871.94","6,261.55"
2002,Oregon,"5,327.45","4,258.35","9,585.80","3,537.47","2,908.96","6,446.43"
2003,Oregon,"5,611.28","4,526.28","10,137.56","3,647.02","3,027.46","6,674.48"
2004,Oregon,"5,863.29","4,909.59","10,772.87","3,671.64","3,189.27","6,860.91"
2005,Oregon,"6,227.53","5,296.90","11,524.43","3,825.76","3,335.90","7,161.66"
2006,Oregon,"6,585.83","5,621.60","12,207.43","3,976.74","3,433.85","7,410.59"
2007,Oregon,"7,342.22","5,902.97","13,245.19","4,254.03","3,479.07","7,733.11"
2008,Oregon,"7,833.56","6,054.43","13,887.99","4,265.70","3,417.68","7,683.38"
2009,Oregon,"7,522.76","5,928.73","13,451.49","4,077.43","3,234.26","7,311.69"
2010,Oregon,"7,621.02","6,197.88","13,818.90","4,117.06","3,338.59","7,455.65"
2011,Oregon,"8,074.83","6,515.82","14,590.65","4,162.34","3,429.66","7,592.00"
2012,Oregon,"8,650.49","6,941.71","15,592.20","4,351.86","3,552.73","7,904.59"
2013,Oregon,"8,786.57","7,516.15","16,302.72","4,380.72","3,766.30","8,147.02"
2014,Oregon,"9,087.28","8,069.57","17,156.85","4,424.93","3,947.58","8,372.52"
2015,Oregon,"8,995.72","8,956.45","17,952.17","4,329.83","4,259.63","8,589.46"
2016,Oregon,"8,999.33","9,528.96","18,528.30","4,389.28","4,418.16","8,807.43"
2017,Oregon,"9,140.18","10,256.11","19,396.28","4,466.86","4,646.85","9,113.71"
